Core,Latitude,Longitude,Water depth (m),Annual Averaged SST,A-M-J,J-F-M,J-A-S,O-N-D,Orbulina universa,Globigerinoides conglobatus,Globigerinoides ruber (pink),Globigerinoides ruber (white),Globigerinoides ruber total,Globoturborotalita tenella,Globigerinoides sacculifer w/o sac,Globigerinoides sacculifer with sac,Globigerinoides sacc total,Sphaeroidinella dehiscens,Globigerinella adamsi,Globigerinella siphonifera (=aequilateralis),Globigerinella calida,Globigerina bulloides,Globigerina falconensis,Beela digitata,Globoturborotalita rubescens,Turborotalita humilis,Turborotalita quinqueloba,Neogloboquadrina pachyderma L,Neogloboquadrina pachyderma R,Neogloboquadrina dutertrei,Globoquadrina conglomerata,Globorotaloides hexagonus,Pulleniatina obliquiloculata,Globorotalia inflata,Globorotalia truncatulinoides L,Globorotalia truncatulinoides R,Globorotalia truncatulinoides total,Globorotalia crassaformis,Globorotalia crassula,Globorotalia hirsuta,Globorotalia scitula,Dentagloborotalia anfracta,Globorotalia menardii,Globorotalia tumida,Globorotalia menardii flexuosa,Globorotalia menardii + tumida,Candeina nitida ,Globigerinita glutinata,Globorotalia theyeri,Tenuitella iota,Berggrenia pumilio + T. humilis,Globigerinita uvula,Other ID,Other UnID,Total Planktics
SO49-8KL,19.18,114.2,1040,26.5746,27.7973,23.5836,28.6679,26.2495,2.43,2.97,0,23.24,23.24,0.54,0,0,16.49,0.54,0,3.78,2.43,9.73,1.09,0,0.54,0,0,0,0.27,10.82,0,0.27,2.7,0.27,0,1.35,1.35,0,0,0,0,0,4.32,4.06,0,8.38,0,12.16,0,0,0,0,0,0,100
SOB-9P,2.18,-157.03,4605,27.2716,27.5156,26.7131,27.7948,27.0627,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,2,0,52,0,0,0,0,0,0,0,0,0,1,28,0,29,0,2,0,0,0,0,0,0,96
SP009003,-3.8,-166.1,4911,28.3169,28.6481,28.1319,28.3124,28.1751,0,0,0,0,0,0,0,0,0,2,0,3,4,0,0,0,0,4,0,0,0,3,4,0,46,0,0,0,0,0,0,0,0,0,0,32,0,32,0,0,0,0,4,0,0,0,98
SP010005,-3.8,-166.1,5368,28.3169,28.6481,28.1319,28.3124,28.1751,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,11,0,0,3,0,0,0,0,0,0,0,0,0,0,64,0,64,0,0,0,0,0,0,0,0,99
SST-4,26.97,128.95,1832,24.6716,23.9582,21.4288,28.1879,25.1115,0.97,2.6,0,32.47,32.47,1.95,0,0,12.99,0,0,5.52,0.32,3.57,3.9,0.65,0,0,0,0,0,6.49,0,0,7.79,2.6,0,2.27,2.27,0.65,0,0,0.97,0,0,0,0,0,0,13.64,0,0,0,0,0,0.65,100
STX-034,-3.8,-166.1,5045,28.3169,28.6481,28.1319,28.3124,28.1751,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,52,0,0,0,0,0,0,0,0,0,1,42,0,43,0,0,0,0,0,0,0,0,97
STX-144,-0.42,-86.32,2697,23.6444,23.1542,24.5434,23.0377,23.8424,1.37,1.03,0,1.37,1.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.73,0,0,0.34,0,0,0,0,0,0,0,0,0,26.8,0,0,26.8,0,0.34,0,0,0,0,0,0,100
STX-75,46.47,-128.72,2707,12.067,10.5254,8.89823,15.9451,12.8993,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,3,33,15,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,99
STX-77,47.37,-127.9,2648,11.8142,10.6246,8.65986,15.6521,12.3201,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,2,46,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,99
STX-84,47.37,-127.9,2648,11.8142,10.6246,8.65986,15.6521,12.3201,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,4,38,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,97
STYXIX3,-8.02,-166.58,4409,29.0596,29.3288,29.1473,28.6052,29.1572,0.33,3.95,0,27.63,27.63,0,6.25,4.61,10.86,1.97,0,7.57,0.99,3.95,0.33,0.99,0.66,0,0,0,0,1.64,0.99,0.33,10.2,0,0,0,0,0,0,0,0.33,0,0.66,5.26,0,5.92,0.33,20.39,0,0,0,0,0,0.66,100
T29-17P,48.3,-127.53,2561,11.3106,10.4966,8.42955,14.7184,11.5978,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,17,28,19,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,1,0,0,0,0,99
T29-19P,48.7,-130.07,2751,11.2278,9.76486,8.06194,15.3103,11.7742,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,6,27,20,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,98
T29-20P,48.7,-130.07,2751,11.2278,9.76486,8.06194,15.3103,11.7742,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,4,27,12,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,99
T29-22P,48.22,-129.25,2396,11.4101,10.0075,8.26851,15.3676,11.9969,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,2,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,99
T29-4P,48.23,-130.03,2793,11.3436,9.82983,8.17191,15.398,11.9747,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,7,20,26,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,97
T29-5P,48.43,-129.87,2765,11.3107,9.83547,8.13997,15.37,11.8973,1,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,8,33,17,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,99
T39-15P,47.58,-129.5,2566,11.558,10.0483,8.3925,15.4925,12.2987,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,21,24,14,10,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,98
T39-17P,47.63,-128.67,2625,11.6449,10.2827,8.52676,15.4908,12.2792,3,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,16,36,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,100
T39-18P,46.52,-126.72,2625,12.3032,11.2874,9.06817,16.3657,12.4914,1,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,20,8,32,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,99
T39-22P,46.87,-128.18,2696,11.9948,10.6188,8.80554,15.9079,12.6469,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,8,29,18,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,98
T39-25P,6.87,-158.73,4407,28.0405,27.8343,27.4058,28.4334,28.4887,0,1,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0,0,0,4,4,0,63,0,0,0,0,0,0,0,0,0,0,15,0,15,0,0,0,0,0,0,0,0,93
TET04,4.57,-130.62,4478,26.9258,27.8695,26.383,26.8336,26.6171,0,0.55,0,0.18,0.18,0,0.74,0,0.74,0.92,0,0.37,0.18,0.18,0,0.37,0,0,0,0,0,41.96,0.74,0,13.86,0,0,0,0,0,0,0,0,0,3.7,35.49,0,39.19,0,0.37,0,0,0,0,0,0.37,100
TET05,-1.78,-133.73,4403,25.9978,26.858,26.4942,25.625,25.0141,0,0,0,0,0,0,0.28,0,0.28,0,0,0,0,0.56,0,0.85,0,0,0,0,0.56,59.15,0.85,0,12.39,0,0,0,0,0,0,0,0,0,1.69,21.97,0,23.66,0,0.85,0,0,0,0,0,0.85,100
TET06,-2.52,-137.07,4118,26.6764,27.4504,27.0197,26.1226,26.1129,0,0.41,0,7.05,7.05,0,1.04,0.83,1.87,1.04,0,1.45,0.41,1.87,0.21,0.41,0.62,0,0,0,1.66,40.04,1.04,0.83,13.28,0,0,0,0,0.41,0,0,0,0,5.6,12.03,0,17.63,0,9.54,0,0,0,0,0,0.21,100
TET07,-0.15,-138.85,4406,25.7018,26.5671,25.6416,25.3186,25.28,0,0,0,0,0,0,0.24,0,0.24,0.72,0,0.48,0,0,0,0.24,0,0,0,0,0,39.28,1.93,0,31.57,0,0,0,0,0,0,0,0,0,2.17,23.13,0,25.3,0,0,0,0,0,0,0,0.24,100
TET08,2.53,-141.13,4435,26.6978,27.3816,26.3718,26.5257,26.5119,0,0,0,0.44,0.44,0,0.44,0,0.44,0.22,0,0.66,0,0,0,0.88,0,0,0,0,0.88,43.49,0.88,0,18.98,0,0,0,0,0.22,0,0,0.22,0,2.21,29.58,0,31.79,0,0.66,0,0,0,0,0,0.22,100
TET38,5.35,-160.5,3614,27.9592,27.8715,27.3396,28.4738,28.1519,0,2.14,0,15.82,15.82,0.54,9.38,6.97,16.35,0.27,0,4.56,1.61,4.02,0.54,0.27,0.27,0,0,0,0,1.34,4.02,0,22.52,0,0,0,0,0,0,0,0,0,1.34,1.07,0,2.41,0,20.91,0,0,0.54,0,0,1.88,100
TET-38G,8.23,-157.85,4675,27.7471,27.6319,26.9547,28.1799,28.2221,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16,3,0,36,0,0,0,0,0,0,0,0,0,5,36,0,41,0,0,0,0,0,0,0,0,97
TET-4,7.88,-157.48,4989,27.802,27.6964,27.0133,28.2307,28.2675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,19,0,0,0,0,0,0,0,0,0,2,71,0,73,0,0,0,0,0,0,0,0,99
TET-7G,8.5,110.5,1454,28.152,29.1341,26.8946,28.7038,27.8756,3.31,3.31,0,0,0,0.74,0,0,0,0.74,0.74,8.46,1.84,11.76,0,0,1.84,0,0,0,0,19.85,0,0,13.24,0,0,1.84,1.84,0,0,0.74,0,0,9.93,0,0,9.93,0,21.69,0,0,0,0,0,0,100
TET-8G,12.5,110.5,414,27.5227,28.6948,26.1318,28.1942,27.0703,0.63,0.63,0,0,0,5.25,0,0,0,0,0,8.82,1.68,14.29,0,0.63,5.25,0,0,0,0,19.54,0.63,0,5.25,0.63,0,0.63,0.63,0.63,0,0,3.57,0,3.57,0,0,3.57,0,28.36,0,0,0,0,0,0,100
TRI-2,7.5,109.5,850,28.0994,29.1764,26.839,28.761,27.6214,1.68,0.42,0,0,0,1.68,0,0,0,0,0.42,6.72,0.42,11.76,0,0.42,5.04,0,0,0,0,21.85,0,0,13.45,0,0,0,0,0,0,0,0,0,5.04,0,0,5.04,0.42,30.67,0,0,0,0,0,0,100
TRI2GO,0.9,-88.02,2575,25.089,24.7676,26.1242,24.457,25.0074,0,0,0,0.4,0.4,0,0,0,0,0,0,0.4,0,1.99,0.4,0,0,0,0,0,3.59,82.07,0,0,0.8,0,0,0,0,0,0,0,0,0,4.38,1.2,0,5.58,0,2.79,0,0,0,0,0,1.99,100
TS-11,21.92,119.5,2290,26.7378,27.3203,24.3331,28.8721,26.4253,1.09,1.09,0,27.91,27.91,0,0,0,8.13,0.54,0,2.71,0.54,1.62,0.54,0.27,2.17,0,0,0,0,5.42,0,0.54,14.09,0,0,1.36,1.36,0,0,0,0,0,9.48,0.27,0,9.76,0,22.22,0,0,0,0,0,0,100
TS-9,22.25,119.5,1630,26.5022,27.0748,24.0071,28.7576,26.1693,1.04,1.74,0,23.96,23.96,0,0,0,16.32,0.34,0,3.47,2.43,6.59,0,0,0.34,0,0,0,0,10.07,0,0.34,17.37,0,0,0,0,0,0,0,0.34,0,2.43,0,0,2.43,0,13.2,0,0,0,0,0,0,100
TSP97,32.03,139.42,1361,22.8503,21.6917,18.928,27.3924,23.389,0,0.62,0,13.79,13.79,0.41,2.06,0.62,2.67,0,0,1.23,1.03,10.49,10.91,0.41,0.21,0,0.41,0.41,5.97,10.08,0.21,0,3.29,9.88,0,1.23,1.23,0.21,0,0,0.41,0,1.03,0.21,0,1.23,0,22.22,0,0,0,0,0,2.67,100
V020253,27.9,126.2,132,24.4781,24.0043,20.9939,28.3194,24.5948,0,8.19,0,4.09,4.09,0,14.04,7.6,21.64,0,0,1.17,0.58,6.43,0,0,0,0,0,0,0.58,26.32,0,0,29.24,0,0,0,0,0,0,0,0,0,1.75,0,0,1.75,0,0,0,0,0,0,0,0,100
V023107,0.43,158.8,2367,29.2966,29.4293,29.3339,29.1298,29.2937,0.13,0.92,0,40.11,40.11,1.19,0,0,0,0.26,0,10.03,6.86,0.66,0,0.13,2.37,0,0,0,0,0,0.79,0,8.18,0,0,0,0,0,0,0,0.13,0,0.53,0.26,0,0.79,0,27.44,0,0,0,0,0,0,100
V024117,1.88,142.38,3166,29.3051,29.5908,29.1592,29.2122,29.2585,0,4.58,0,10.46,10.46,0.65,0,0,0,0.65,0,18.95,5.88,0,0,0.65,0,0,0,0.65,0.65,0,1.31,0,35.29,0,0,0,0,0,0,0,0,0,5.88,3.92,0,9.8,0,10.46,0,0,0,0,0,0,100
V028239,14.52,144.85,2547,28.4185,28.2774,27.4043,29.3053,28.6872,0.66,6.08,0,44.66,44.66,14.29,6.24,4.27,10.51,0,0,3.94,2.13,1.48,0.16,0.16,0.33,0,0,0,0.16,0.49,0,0.16,0,0,0.16,0,0.16,0,0,0.16,0,0,0.49,0,0,0.49,1.64,12.32,0,0,0,0,0,0,100
V028243,15.98,148.43,2177,28.2497,28.0871,27.1185,29.1983,28.5948,0.67,26.49,0.37,40.8,41.17,3.35,9.14,4.87,14.01,0.73,0,1.77,0.43,1.04,0,0.06,0.61,0,0,0,0,0.49,0.3,0.18,0.12,0,0.43,0.91,1.34,0.3,0,0,0.12,0,1.4,0.18,1.58,3.17,0.3,3.35,0,0,0,0,0,0,100
V028246,17.67,143.07,2532,28.2109,28.3095,26.6825,29.4072,28.4442,1.54,22.84,0.06,3.44,3.5,12.16,7.41,10.68,18.09,0.12,0,5.58,6.17,0.59,0.06,0.77,2.97,0,0,0,0,0.24,0,0,0.12,0,0.12,1.54,1.66,0,0,0.06,0.12,0.12,0.24,0.65,0,0.89,1.01,21.35,0,0,0,0,0.06,0,100
V028248,17.7,142.82,42,28.2104,28.3405,26.6342,29.4104,28.4565,0,6,1,35,36,3,57,1,58,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,107
V028251,25.5,135.75,3532,24.9913,24.6035,21.6009,28.1712,25.5895,0.7,8.61,0,6.96,6.96,0.25,2.41,3.67,6.08,1.14,0,1.9,0,7.47,0.32,1.46,0,0,0,0,9.62,12.03,0,0,1.71,30.76,0.06,6.96,7.03,0.38,0,0.06,0.25,0,1.52,0.32,0,1.84,0,1.33,0,0.13,0,0,0,0,100
V028252,25.9,135.33,2343,24.775,24.2109,21.3607,28.1184,25.41,0.73,1.54,0,30.73,30.73,0.07,4.34,4.07,8.42,0.07,0,1.47,0.27,6.68,3.34,0.07,0.13,0,0,0,6.75,4.34,0,0,1,15.76,0.94,6.41,7.35,3.14,0,0.6,1.07,0,0.53,0,0.53,1.07,0,5.41,0,0,0,0,0,0,100
V028255,27.95,132.57,3047,24.0554,22.984,20.5591,28.0025,24.676,1.65,7.68,0,14.49,14.49,0,3.62,2.74,6.37,0.55,0,1.1,0.88,16.36,0,1.43,0,0,0,0,0,6.48,0,0,4.06,22.5,0,2.85,2.85,0.11,0,0,0.44,0,1.65,0.11,0,1.76,0,11.31,0,0,0,0,0,0,100
V028259,29.65,130.83,1717,24.3401,23.8102,20.8697,28.1502,24.5304,0.63,1.74,0,11.18,11.18,0.77,1.74,1.21,2.95,0,0,1.11,0.39,17.51,3.39,0.19,0.34,0,0.19,0,0.53,8.13,0,0,10.89,1.5,0,0,0,0,0,0.05,0.19,0,0.68,0,0,0.68,0,37.59,0,0.05,0,0,0,0,100
V028260,27.12,140.15,3508,24.2002,23.6032,20.5043,27.5628,25.1305,0.66,3.99,0,8.64,8.64,0,1.16,1.99,3.16,0.17,0,2.16,0.33,5.98,0.5,2.16,0,0,0,0,1.33,8.64,0,0,1,42.36,0,11.96,11.96,0,0,1.16,0,0,2.99,0.17,0.17,3.32,0,2.49,0,0,0,0,0,0,100
V028261,28.43,139.97,2308,23.6051,22.6255,19.9214,27.3742,24.4992,1.21,1.01,0,21.21,21.21,0.4,0,0,0,0,0,0.61,1.41,23.23,4.24,0,0,0,0,0.2,3.64,0,0,0,0.81,13.33,0.61,4.24,4.85,0,0,0.61,0.4,0,0.61,0,0,0.61,0,22.22,0,0,0,0,0,0,100
V028262,30.83,139.87,2217,22.9977,21.7293,19.1213,27.348,23.7924,0.56,2.26,0,10.17,10.17,0,1.13,0,1.13,0,0,1.13,2.26,11.3,0.56,0.56,0,0.56,0,0,0,7.91,0,0,3.39,32.77,0,10.73,10.73,0,0,1.13,0,0,0.56,0,0,0.56,0,12.43,0,0.56,0.56,0,0,0,100
V028292,31.98,140.43,2047,22.7832,21.532,18.8738,27.2134,23.5136,0.42,0.42,0,13.92,13.92,0.42,0.42,1.69,2.11,0.84,0,0.84,0,7.17,0.42,0.42,0,0,0,0,2.53,8.02,0,0,8.44,27,0,5.49,5.49,0,0,0,0,0,2.53,0,0,2.53,0,18.99,0,0,0,0,0,0,100
V028294,29.32,128.9,852,24.7599,24.438,21.5063,28.353,24.7423,1.58,3.41,0,18.25,18.25,3.65,0,0,0,0,0.12,3.41,0.36,7.42,18.86,0.12,0.97,0,0,0,0.61,0,0,0,8.64,1.82,0,0.49,0.49,0,0,0,0,0.36,1.46,0.24,0,1.7,0,28.22,0,0,0,0,0,0,100
V028296,28.53,134.13,2942,23.6796,22.4373,20.0426,27.7954,24.4431,0.3,5.13,0,14.56,14.56,0,1.34,2.3,3.64,0.22,0,2.67,0.59,18.57,0.89,0.59,0,0.07,0,0,1.34,9.29,0,0,4.09,21.17,0,3.71,3.71,0,0,0.82,0.59,0,1.34,0,0,1.34,0,10.4,0,0,0.07,0,0,0,100
V028297,27.47,126.12,368,24.8342,24.6529,21.5489,28.3223,24.8125,0.38,0.95,0,20.81,20.81,2.18,1.04,0.43,1.47,0.05,0,1.8,2.79,24.5,2.84,0.05,2.55,0,0,0,0,8.42,0,0,4.54,0,0,0,0,0.09,0,0,0,0,0.14,0,0,0.14,0.05,26.4,0,0,0,0,0,0,100
V028301,24.67,127.97,2166,25.4574,25.2586,22.3203,28.5861,25.6647,0.29,6.5,0,28.71,28.71,3.09,4.65,3.62,8.27,0.08,0,2.18,3.95,8.84,8.23,0.74,0.95,0,0,0,0.53,3.62,0,0,3.99,1.89,0,0.9,0.9,0.37,0,0.04,0.21,0,0.49,0,0,0.49,0.04,16,0,0,0,0,0.08,0,100
V028304,25.52,122.88,1140,25.2939,25.3614,22.9015,27.9172,24.9956,0.51,0,0,16.75,16.75,1.27,1.02,3.05,4.06,0,0,0.76,0.51,36.29,0,0,0.76,0,0,0,0,13.71,0,0,9.64,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0.25,0,15.23,0,0,0,0,0,0,100
V030065,35.32,177.9,3780,18.588,16.3025,14.8985,23.5087,19.6425,1.13,0,0,0.7,0.7,0,0.05,0.38,0.43,0,0,0.05,0,8.44,0,1.13,0,0,0.05,0.32,34.44,2.9,0,0.05,0.05,42.45,0,6.77,6.77,0,0,0,0.05,0,0.21,0,0,0.21,0,0.64,0,0.16,0,0,0,0,100
V030067,35.48,177.57,3927,18.5153,16.1784,14.8017,23.3998,19.6813,1.19,0,0,0,0,0,0,0,0,0,0,0,0,9.52,0,1.79,0,0,0,1.19,32.74,2.98,0,0,0,42.86,0,3.57,3.57,0.6,0,0,0,0,0,0,0,0,0,2.98,0,0.6,0,0,0,0,100
V030068,35.28,171.9,1193,18.8813,16.8332,15.0873,23.6333,19.9712,0.65,0.07,0,3.52,3.52,0.26,0,0,0,0,0,0.2,0,21.71,0.91,0,0,0,5.22,1.96,32.99,1.76,0,0,0,13.36,0,2.02,2.02,0.85,0,0.13,0,0,0,0,0,0,0,13.43,0,0.98,0,0,0,0,100
V032126,31.57,151.1,2032,21.977,20.056,18.1696,26.3553,23.3274,1.11,0.89,0,2.22,2.22,0,0,0,0,0.22,0,0.22,0,2.44,0,0,0,0,0,0,5.56,1.78,0,0,0,80.22,0.22,3.56,3.78,0,0,0,0,0,1.11,0,0,1.11,0,0.44,0,0,0,0,0,0,100
V15-029,6.35,-85.28,1889,27.7873,28.5108,28.3695,27.2188,27.0503,0.56,0.19,0,2.42,2.42,0,1.49,1.12,2.6,0,0,2.04,0.74,3.72,0.37,0,0,0,0,0.19,1.86,57.06,0.93,1.49,1.3,0,0,0,0,0,0,0.56,0,0,16.17,1.67,0,17.84,0,5.95,0,0,0,0,0,0.19,100
V16-100,-35.07,115.1,855,19.1167,20.1593,20.5762,17.7796,17.9514,0.35,1.4,0,11.58,11.58,1.75,1.4,0.7,2.11,0,0,0.7,2.46,3.51,4.91,0.35,4.91,0,1.05,0,3.51,13.33,0,0,0,21.4,2.11,0.35,2.46,0,0,0.35,2.46,0,1.75,0,0,1.75,0,15.79,0,0,0,0,0,3.86,100
V16-113,-48.08,137.65,3599,9.40069,9.25565,10.4464,8.74452,9.15626,1.19,0,0,0,0,0,0,0,0,0,0,0,0.3,29.08,6.23,0,0,0.3,14.24,12.46,8.9,0.89,0,0,0.89,10.39,2.37,0.3,2.67,0,0,0.3,0,0,0,0,0,0,0,11.28,0,0,0.3,0,0,0.89,100
V16-117,-53.4,153.98,3992,6.4249,6.53051,7.60442,5.38513,6.17958,0.35,0,0,0,0,0,0,0,0,0,0,0,0,18.82,0,0,0,0,0,69.34,1.05,0,0,0,0,9.41,0.7,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,100
V16-122,-46.7,171.5,1265,9.91624,9.81572,12.2557,7.91364,9.67987,0,0.25,0,0,0,0,0,0,0,0,0,0,0,33.5,1.5,0.25,0.25,0,14.75,6.25,11,3.25,0,0,0,10.5,8,0,8,0.25,0,0.25,0.25,0,0,0,0,0,0,7.5,0,0,0,0,0,2.25,100
V16-125,-47.02,-179.25,2953,10.3843,10.3596,13.1952,8.42656,9.55601,0.26,0,0,0,0,0,0,0,0,0,0,0.13,0,33.29,2.04,0.51,0,0,8.8,11.48,14.03,2.68,0.13,0,0,12.5,6.51,0.13,6.63,0,0,0,0.13,0,0,0,0,0,0,6.38,0,0,0,0,0,1.02,100
V18-215,-30.57,114.45,1161,21.1426,22.3228,22.3036,19.7656,20.1782,0.26,1.06,0,23.02,23.02,0,3.97,1.59,5.56,0,0,1.06,2.38,2.91,9.52,0.26,1.06,0,0,1.06,0,20.9,0,0,0.79,6.88,0.53,0,0.53,0,0.53,0,1.32,0,8.73,0.53,0,9.26,0,10.32,0,0,0,0,0,1.32,100
V18-216,-34.32,113.98,1395,19.3302,20.415,20.9156,17.7795,18.2109,1,0,0,13.95,13.95,0.33,0.33,0,0.33,0,0,0.33,0.66,2.33,12.62,0.33,0,0,0.33,0.66,12.96,5.65,0,0,0,33.22,7.64,0,7.64,0.33,0,2.33,1.66,0,0,0,0,0,0,2.33,0,0,0,0,0,1,100
V18-217,-36.12,118.78,4594,17.199,17.9797,19.2608,15.4456,16.1098,0.52,0.26,0,10.36,10.36,0.26,1.55,0.26,1.81,0,0,1.04,0.78,8.03,15.54,0,0.78,0,0.78,0.26,6.74,8.03,0,0,0.26,21.24,4.66,0,4.66,0,0.26,1.04,1.55,0,2.85,1.55,0,4.4,0,9.84,0,0.26,0,0,0,1.3,100
V18-222,-38.57,140.62,1904,15.3952,16.0749,17.04,14.08,14.386,0.68,0,0,7.03,7.03,0.23,0,0,0,0,0,0.91,0.91,13.38,9.07,0,0,0,2.95,0.23,11.56,4.54,0,0,0,30.61,9.98,0,9.98,0,0,0,0.91,0,0.23,0,0,0.23,0,3.4,0,0.23,0,0,0,3.17,100
V18-223,-39.78,141.65,3358,14.7931,15.1006,16.6718,13.4549,13.9452,0.58,0,0,5.83,5.83,0.29,0,0,0,0,0,0,1.17,7.58,12.83,0.29,0,0,2.92,2.04,20.41,5.54,0,0,0,25.36,5.25,0.29,5.54,0,0,0.58,0.58,0,0,0,0,0,0,5.54,0,0,0,0,0,2.92,100
V18-242,-20.97,-174.43,1435,25.3744,25.9869,27.1432,23.529,24.8387,0.47,3.1,0,45.27,45.27,5.58,12.09,4.19,16.28,0,0,4.96,4.81,0.78,0.31,0.93,1.86,0,0,0,0,0.47,0,0,0,0,0,0.16,0.16,0.62,0.16,0,0.31,0,0,0,0,0,0.31,12.71,0,0,0,0,0,0.93,100
V18-272,-12.78,-161.07,3160,28.6733,28.9306,29.1892,28.0322,28.5411,0.47,2.69,0,53.01,53.01,1.42,2.77,5.7,8.47,0.47,0,4.27,1.34,1.42,0,0.08,0.79,0,0,0,0,0.08,0.08,0,0.24,0,0,0,0,0,0,0.08,0,0,0.16,0.32,0,0.47,0.4,23.5,0,0,0,0,0,0.71,100
V19-029,-3.58,-83.93,3157,21.6487,22.2608,24.7658,19.8656,19.7025,0,0,0,0.69,0.69,0,0.34,0,0.34,0,0,0,0.69,4.81,0,0,0,0,0,0,16.49,74.23,0,0,0,0,0,0,0,0,0,0,0,0,0.69,0,0,0.69,0,1.72,0,0,0,0,0,0.34,100
V19-040,-13.22,-92.88,3693,22.5347,24.0407,23.8412,21.4012,20.8558,0.47,0,0,0.47,0.47,0,0.95,2.84,3.79,0.95,0,0.71,0,4.03,0.71,0.95,0,0,0,0,0.24,43.6,2.84,0.95,5.69,0.95,0,0,0,0,0,0,0,0,7.82,24.17,0,31.99,0,1.66,0,0,0,0,0,0,100
V19-041,-14.1,-96.2,3248,22.7159,24.0333,23.7419,21.838,21.2504,0.58,0.58,0,15.16,15.16,0.29,3.79,1.46,5.25,0.29,0,0.58,0.87,9.04,1.75,0,0,0.29,0.29,0.58,1.46,7.29,4.08,1.17,8.75,2.04,0.29,0,0.29,0.29,0,0.58,0.58,0,2.92,3.21,0.58,6.71,0,30.32,0,0,0.29,0,0,0.87,100
V19-053,-17.02,-113.52,3321,24.8322,25.4205,25.7915,23.885,24.2318,0,1.74,0.58,41.45,42.03,2.03,4.06,3.48,7.54,1.16,0,1.45,0.29,2.9,1.45,0.58,0,0,0,0,0,0,6.38,1.16,0.87,0,0,0,0,0,0,0,0,0,0.58,0.87,0,1.45,0,27.54,0,0,0,0,0,1.45,100
V19-055,-17,-114.18,3177,24.9457,25.4721,25.9089,24.0456,24.3559,0,0.29,0,28.9,28.9,2.02,3.47,2.31,5.78,0,0,1.45,0.58,3.47,0.58,0,2.89,0,0,0.29,0,2.31,1.73,0.58,3.76,0,0.29,0,0.29,0,0.29,1.16,0.29,0,4.05,2.89,0,6.94,0.29,35.26,0,0,0,0,0,0.87,100
V19-064,-16.93,-121.2,3570,25.9275,26.3234,26.8817,25.0502,25.4547,0.59,2.66,0,37.87,37.87,0.3,6.51,4.73,11.24,0,0,4.73,0.59,1.48,0.59,0.59,0,0.59,0,0,0,0.3,2.66,0,1.18,0,0,0,0,0.3,0,0.59,0,0,0.89,1.48,0.3,2.66,0,30.18,0,0,0.59,0,0,0.89,100
